"original_title,""overview"",""popularity"",""release_date"",""vote_average"",""vote_count"",""budget"",""keywords"",""director"",""comentarios""",,,,,,,
"The Man Who Shot Liberty Valance,""In this grisly remake of the 2002 horror hit, five college chums rent an isolated woodland cabin for a party. But their fun quickly ends when the group is exposed to a hideous flesh-eating virus, and survival becomes the name of the game."",""5.38E+16"",""2/12/2016"",""44"",""111"",""0"",""vacation remake woods burned alive murder"",""Travis Zariwny"",""""",,,,,,,
"Lolita,""Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."",""5.15E+15"",""2/9/2016"",""74"",""10995"",""58000000"",""anti hero mercenary marvel comic superhero based on comic book"",""Tim Miller"",""""",,,,,,,
"The Longest Day,""Derek and Hansel are modelling again when an opposing company attempts to take them out from the business."",""37253774"",""2/6/2016"",""47"",""797"",""50000000"",""stupidity sequel fashion male model fashion model"",""Ben Stiller"",""""",,,,,,,
"Dr. No,""Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming."",""39006187"",""2/5/2016"",""57"",""1309"",""22000000"",""journalist cat ransom kidnapping ancient rome"",""Joel Coen"",""""",,,,,,,
"Lawrence of Arabia,""An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firmâ€™s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything."",""10016909"",""2/5/2016"",""53"",""149"",""11000000"","""",""Shintaro Shimosawa"",""""",,,,,,,
"To Kill a Mockingbird,""A zombie outbreak has fallen upon the land in this reimagining of Jane Austenâ€™s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all."",""2.84E+16"",""2/4/2016"",""55"",""640"",""28000000"",""based on novel dystopia shaolin prejudice zombie"",""Burr Steers"",""""",,,,,,,
"55 Days at Peking,""A young amateur fighter makes an enemy with a hardened thug when he gets in-between his next-door neighbor and her abusive ex- boyfriend. As his personal life becomes threatened, he realizes he must finish the fight that he started, but this time they'll settle it in the ring for the championship."",""251828"",""2/2/2016"",""52"",""3"",""0"",""sport fighting"",""Warren Sheppard"",""""",,,,,,,
"Hud,""An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship."",""14947588"",""1/28/2016"",""43"",""331"",""20000000"",""sex black parody spoof millionaire"",""Michael Tiddes"",""""",,,,,,,
"Cleopatra,""A group of friends and family descend into the Everglades swamplands for their annual hunting trip only to discover that they are the ones being hunted. A malevolent entity is tracking them and they begin to realise one of their party may be possessed by something brought home from a tour of duty in the Middle East â€“ a demon of war so horrible and deadly they are unaware of its devilish presence. Or are they facing something even more unspeakable, a legendary Native American curse about to unleash its dreadful legacy of thirsting for colonial revenge by claiming more souls?"",""446858"",""1/28/2016"",""75"",""6"",""0"","""",""Russell Friedenberg"",""""",,,,,,,
"Donovan's Reef,""The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952."",""2.82E+15"",""1/25/2016"",""63"",""588"",""80000000"",""coast guard based on true story survival rescue mission storm at sea"",""Craig Gillespie"",""""",,,,,,,
"The Great Escape,""Continuing his """"legendary adventures of awesomeness"""", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."",""56747978"",""1/23/2016"",""67"",""1603"",""145000000"",""china martial arts kung fu village panda"",""Jennifer Yuh Nelson"",""""",,,,,,,
"Tom Jones,""Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White (Gong Li) aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!"",""4.73E+16"",""1/22/2016"",""60"",""24"",""68490000"",""monkey king"",""Soi Cheang"",""""",,,,,,,
"From Russia with Love,""A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child."",""3.82E+15"",""1/22/2016"",""58"",""1102"",""10000000"",""suicide england fire country house shower"",""William Brent Bell"",""""",,,,,,,
"It's a Mad, Mad, Mad, Mad World,""When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen."",""2551559"",""1/22/2016"",""73"",""57"",""4500000"",""evacuation war based on true story iraq war"",""Raja Menon"",""""",,,,,,,
"Nothing But a Man,""New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love."",""4.61E+16"",""1/21/2016"",""59"",""1201"",""38000000"",""new york based on novel one-night stand single"",""Christian Ditter"",""""",,,,,,,
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,""Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride."",""56805781"",""1/21/2016"",""57"",""1406"",""11500000"",""grandfather grandson relationship grandfather road trip wedding retired"",""Dan Mazer"",""""",,,,,,,
"The Fall of the Roman Empire,""As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product."",""2.51E+16"",""1/14/2016"",""61"",""555"",""40000000"",""police sequel police officer brother-in-law brother-in-law relationship black men"",""Tim Story"",""""",,,,,,,
"A Hard Day's Night,""16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age."",""57889964"",""1/14/2016"",""56"",""1945"",""38000000"",""based on novel dystopia alien alien invasion human subjugation"",""J Blakeson"",""""",,,,,,,
"Mary Poppins,""An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos."",""42526529"",""1/13/2016"",""70"",""938"",""50000000"",""based on novel assault rifle mercenary libya biography"",""Michael Bay"",""""",,,,,,,
"A Fistful of Dollars,""The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor."",""909067"",""1/8/2016"",""29"",""7"",""0"",""pastor based on true story wrestler"",""Warren P. Sonoda"",""""",,,,,,,
"Goldfinger,""Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared."",""1.99E+16"",""1/7/2016"",""48"",""448"",""10000000"",""japan forest"",""Jason Zada"",""""",,,,,,,
"The Train,""A man who returns home to find his wife cheating on him on their anniversary. He holds her and her naked and humiliated lover captive at gunpoint while he decides whether or not he's going to kill them. The story, inspired by true events, takes place over one day and is set in New Orleans during a stifling heat wave."",""1471139"",""1/5/2016"",""52"",""16"",""750000"","""",""H.M. Coakley"",""""",,,,,,,
"My Fair Lady,""Shipped off to her American dad's ranch for the summer, a teen and her horse Lucky Lad compete for a spot at the National Youth Rodeo."",""87574"",""1/5/2016"",""55"",""1"",""0"","""",""Joel Paul Reisig"",""""",,,,,,,
"The Married Woman,""After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job."",""15333575"",""1/1/2016"",""54"",""285"",""25000000"","""",""Gavin O'Connor"",""""",,,,,,,
"The Greatest Story Ever Told,""A man crippled by the mundanity of his life experiences something out of the ordinary."",""2.10E+16"",""12/30/2015"",""70"",""459"",""8000000"",""sex depression existentialism"",""Charlie Kaufman"",""""",,,,,,,
"The Sound of Music,""In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling."",""100635882"",""12/25/2015"",""73"",""6396"",""135000000"",""father son relationship rape based on novel mountains winter"",""Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu"",""""",,,,,,,
"Major Dundee,""Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception."",""68717016"",""12/25/2015"",""76"",""4274"",""44000000"",""bounty hunter wyoming mountains narration hangman"",""Quentin Tarantino"",""""",,,,,,,
"The Party's Over,""The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids."",""38616744"",""12/25/2015"",""58"",""854"",""50000000"",""daddys home"",""Sean Anders"",""""",,,,,,,
"Pierrot le Fou,""A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs."",""29876507"",""12/24/2015"",""64"",""1581"",""60000000"",""factory inventor strong woman biography based on true story"",""David O. Russell"",""""",,,,,,,
